title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
How to be an Aquarius,Sailor J,Entertainment,160415,7527,1238,0.0546,0.9324,neutral,GB,Wednesday,13,21,4
Real Madrid vs GrÃªmio 1-0 - Highlights & Goals - 16 December 2017,BFR 1,Sports,2406032,10650,1015,0.0048,0.8964,neutral,FRANCE,Saturday,19,66,4
Unsavory Group of Bad Hombres - Bad Unboxing Fan Mail,iDubbbzTV,Comedy,2932898,189012,16581,0.0701,0.9849,negative,CANADA,Thursday,22,53,12
FIFA 19 | Official Reveal Trailer with UEFA Champions League,EA SPORTS FIFA,Gaming,3821163,160126,16787,0.0463,0.9601,positive,GB,Saturday,18,60,28
Is it ð“˜ð“¼ð“¸ð“¹ð“¸ð“­ ð“—ð“¸ð“¾ð“» yet?,PewDiePie,Gaming,4127082,285030,38417,0.0784,0.9798,neutral,FRANCE,Sunday,17,52,3
usa gymnastics + larry nassar | i am disgusted.,Shawn Johnson East,People & Blogs,369785,10582,839,0.0309,0.9678,negative,US,Tuesday,1,47,19
"How to Waterproof Electronics || Nail Polish, Silicone, Potting Compound",GreatScott!,Science & Technology,238839,8834,688,0.0399,0.9721,neutral,US,Saturday,15,72,32
Ù…Ø³Ù„Ø³Ù„ Ù†Ø³Ø± Ø§Ù„ØµØ¹ÙŠØ¯  Ø§Ù„Ø­Ù„Ù‚Ø© 13 Ø§Ù„Ø«Ø§Ù„Ø«Ø© Ø¹Ø´Ø± HD | Ø¨Ø·ÙˆÙ„Ø© Ù…Ø­Ù…Ø¯ Ø±Ù…Ø¶Ø§Ù† -  Episode 13  Nesr El Sa3ed,El Adl Group,Entertainment,1703136,16688,1560,0.0107,0.9253,neutral,FRANCE,Tuesday,22,134,32
FRAMING PEOPLE AS HACKERS WITH ROBLOX ADMIN,Flamingo,Gaming,296506,12900,5685,0.0627,0.9896,neutral,CANADA,Saturday,21,43,12
ÙŠÙˆÙ…ÙŠØ§Øª Ø¥Ù…Ø±Ø£Ø© ÙƒØ§Ù„Ø³Ø© ÙÙŠ Ø§Ù„Ø¯Ø§Ø± :  Ø²ÙŠØª Ø§Ù„Ø²ÙŠØªÙˆÙ† Ù…Ø³Ù…ÙˆÙ… !!? Ùˆ Ø¹Ø§ØµÙØ© Ø«Ù„Ø¬ÙŠØ© Ùˆ Ø¹Ø´Ø§Ø¡ Ø´Ø¨Ø§Ø¹ÙŠ English Subtitles,Fatemahisokay,Entertainment,26469,2297,548,0.1075,0.982,neutral,FRANCE,Saturday,8,156,13
10 Ancient Languages that Disappeared!,MatthewSantoro,Education,398350,12778,2264,0.0378,0.9231,negative,US,Monday,13,38,18
The Making of Kendrick Lamar's LOVE. With Teddy Walton | Deconstructed,Genius,Music,335416,16852,1418,0.0545,0.9928,positive,US,Tuesday,17,70,18
A-Trak Flips Rockstar by Post Malone ft. 21 Savage,A-Trak,Music,179974,4108,376,0.0249,0.8726,negative,GB,Thursday,19,50,28
Mom of Two Ali Wong Has Suffered Enough,TheEllenShow,Entertainment,941253,20385,670,0.0224,0.9794,negative,US,Friday,13,39,38
Deadpool 2: The Final Trailer,20th Century Fox,Film & Animation,9823890,278350,21968,0.0306,0.9917,neutral,GB,Thursday,12,29,24
COUPE DU MONDE - VOS PRONOS !,Bruce & les Guez !,Gaming,98515,5441,625,0.0616,0.9802,neutral,FRANCE,Sunday,11,29,17
The Making of Kendrick Lamar's LOVE. With Teddy Walton | Deconstructed,Genius,Music,369870,17758,1248,0.0514,0.9926,positive,US,Tuesday,17,70,18
Internet Friends Meet For First Time,Daily Dose Of Internet,Entertainment,1160207,43551,6229,0.0429,0.982,positive,CANADA,Wednesday,22,36,4
"Alt-Right Killers | March 7, 2018 Act 2 | Full Frontal on TBS",Full Frontal with Samantha Bee,People & Blogs,384530,8045,2402,0.0272,0.8185,negative,CANADA,Thursday,7,61,5
Kuladheivam SUN TV Episode - 780 (23-11-17),THIRU TV,Entertainment,152682,520,29,0.0036,0.745,neutral,FRANCE,Thursday,14,43,20
15 INVENTIONS FOLLES POUR VOUS DÃ‰BARRASSER DU STRESS | Lama FachÃ©,Lama FachÃ©,Entertainment,100423,5561,643,0.0618,0.9299,negative,FRANCE,Tuesday,16,67,30
5000 IQ IS REQUIRED TO WATCH,PewDiePie,Comedy,3916353,246781,30735,0.0709,0.9731,neutral,GB,Wednesday,18,28,8
"ActualitÃ© 20 02 2018 CARDINAL MOSENGWO MET EN GARDE KABILA, AFFAIRE YA BA NGOMBE MOZITO AZUI NINI ?",congofrance,News & Politics,28544,167,34,0.007,0.8698,neutral,FRANCE,Tuesday,13,100,18
"REAL-PSG, NJIE fan de MARCELO, MBAPPÃ‰ en kinÃ©, BALOTELLI... le ZAP FOOT !",Top Mercato,Sports,244631,6941,301,0.0296,0.9809,positive,FRANCE,Friday,11,75,10
BTS auront les CHEVEUX NOIRS lors du PROCHAIN COMEBACK ? +(indices concernant le CB),INFIRES ME HOSEOK DAY,People & Blogs,2351,324,51,0.1594,0.9969,neutral,FRANCE,Saturday,16,84,0
THE â€˜BUY NOTHINGâ€™ EVERYDAY MAKEUP TUTORIAL #buynothing,Lisa Eldridge,Howto & Style,310797,19099,1479,0.0662,0.9897,neutral,US,Thursday,17,58,32
How Do We Stop Asteroids From Destroying Us? | Life Noggin On Stage!,Life Noggin,Education,272721,17009,2978,0.0733,0.9613,negative,US,Thursday,13,68,27
Florida Georgia Line - Simple (Lyric Version),FlaGeorgiaLineVEVO,Music,338315,8354,398,0.0259,0.9704,neutral,CANADA,Friday,4,45,8
01/24/2018 - Falcon Heavy Test Fire Finally,Dennis Kapatos,Science & Technology,147899,1441,184,0.011,0.9691,negative,US,Wednesday,17,43,12
Migos & Marshmello - Danger (from Bright: The Album) [Music Video],Atlantic Records,Music,3635720,145507,7300,0.042,0.9821,negative,GB,Thursday,17,66,18
Bleachers - Alfie's Song (Not So Typical Love Song) (Audio),BleachersVEVO,Music,132837,5070,610,0.0428,0.9837,negative,US,Tuesday,8,59,4
Kill The Noise & Illenium - Donâ€™t Give Up On Me ft. Mako [Lyric Video],Proximity,Entertainment,2109744,28614,1312,0.0142,0.9479,negative,GB,Tuesday,13,72,21
ã€FULLã€‘çŽ‹ä¿Šå‡¯å¤è£…ä¸Šé˜µå˜èº«å°çš‡å­æ¼”æŠ€å¤§çˆ†å‘ ç« å­æ€¡æƒŠè‰³æ——è¢é€ åž‹å¯¹æˆ˜å‘¨ä¸€å›´ä¸Šæ¼”è™æ‹ã€Šæ¼”å‘˜çš„è¯žç”Ÿã€‹ç¬¬4æœŸ 20171118 [æµ™æ±Ÿå«è§†å®˜æ–¹HD],ä¸­å›½æµ™æ±Ÿå«è§†å®˜æ–¹é¢‘é“ Zhejiang TV Official Channel - æ¬¢è¿Žè®¢é˜… -,Entertainment,436937,1286,1382,0.0061,0.8906,neutral,CANADA,Saturday,18,176,41
Family Feud: Oscars Edition - SNL,Saturday Night Live,Entertainment,1322758,16051,1003,0.0129,0.9499,negative,GB,Sunday,8,33,37
Everything Yolanda Hadid Eats In a Day | Food Diaries | Harper's BAZAAR,Harper's BAZAAR,Howto & Style,251733,6894,482,0.0293,0.9685,neutral,US,Friday,18,71,34
Panic! At The Disco: (Fuck A) Silver Lining (Audio),Panic! At The Disco,Music,918644,91658,10877,0.1116,0.9943,negative,CANADA,Wednesday,18,51,25
Monsatanique et ses suppÃ´ts!,philippe jandrok,People & Blogs,4475,390,0,0.0871,0.963,neutral,FRANCE,Sunday,11,29,5
Laeticia Hallyday quitte Saint-Barth : l'Ã©motion au moment de dire au revoir Ã  ses proches,Promi 24h,People & Blogs,8848,31,1,0.0036,0.7209,negative,FRANCE,Tuesday,17,92,4
VILLARREAL VS LYON  1 - 3 | HIGHLIGTS & ALL GOALS |  EUROPA LEAGUE 15/02/2018,KORA LOVERS,Science & Technology,52975,228,42,0.0051,0.9231,neutral,FRANCE,Thursday,21,77,0
Charlie Puth - Done For Me (Jazz Version),Charlie Puth,Music,2081496,143299,6938,0.0722,0.9914,neutral,GB,Wednesday,16,41,21
"Toronto Raptors vs. New York Knicks - March 11, 2018",Motion Station,Sports,27732,125,11,0.0049,0.817,neutral,CANADA,Sunday,19,52,7
The Greatest Achievement in Speedrunning History Might Happen Soon (Mario Kart 64 PERFECTION!),RWhiteGoose,Gaming,198697,5539,565,0.0307,0.9498,positive,GB,Saturday,15,94,36
Justin Timberlake - Man of the Woods (Official Video),justintimberlakeVEVO,Music,4282570,108942,7866,0.0273,0.9333,neutral,US,Friday,5,53,4
Carrie Underwood - The Champion ft. Ludacris,carrieunderwoodVEVO,Music,716096,23734,2057,0.036,0.9534,positive,US,Friday,14,44,7
Jiren doesn't care friendship/Goku gets Angry DBS 130 HD 1080p,Game&Anime,Film & Animation,1857874,15000,4226,0.0103,0.9769,negative,GB,Sunday,4,62,18
Best Christmas Songs Of All Time - 30 Greatest Christmas Songs Playlist 2018,Merry Christmas,People & Blogs,287934,870,28,0.0031,0.7747,positive,CANADA,Saturday,5,76,21
AREL3 #06 / Elsa,e-penser,Film & Animation,138887,17000,2551,0.1408,0.9908,neutral,FRANCE,Friday,15,16,9
SURPRISE MARRIAGE PROPOSAL! Our 5 Year Love Story â™¥,Karina Garcia,Howto & Style,2040349,99597,18459,0.0579,0.9794,positive,US,Saturday,0,53,7
"Screengrabs: I Got Stabbed Yelp Review, Jimmy's Retro Reporter Twin",The Tonight Show Starring Jimmy Fallon,Comedy,135064,2676,91,0.0205,0.9802,negative,CANADA,Thursday,11,67,39
JUSTICE LEAGUE Official Blu-ray Trailer #1 (2017) DC Superhero Movie HD,Comicbook.com,Film & Animation,87272,667,251,0.0105,0.8255,positive,GB,Thursday,18,71,9
"Political Correctness Debate ft. Stephen Fry, Jordan Peterson, Michael Dyson, Michelle Goldberg",Truthspeak,People & Blogs,2164575,31573,37586,0.032,0.9494,neutral,GB,Saturday,4,95,6
"Johnny Hallyday : Ã  Saint-Barth, une t.o.m.b.e (presque) comme toutes les autres",Les News,News & Politics,8649,66,4,0.0081,0.9041,neutral,FRANCE,Thursday,9,81,22
Atlantic Stream - Canada's New Years Eve: Countdown to 2018 in the Atlantic Time Zone| CBC,CBC,Entertainment,33637,116,10,0.0037,0.8855,neutral,CANADA,Monday,4,90,17
"Crime Patrol Dial 100 - Ep 758 - Full Episode - 18th  April, 2018",SET India,Entertainment,61222,281,73,0.0058,0.8515,negative,CANADA,Friday,10,65,32
60 Seconds Left - New Year Movie Countdown,DrMachakil,Film & Animation,25082,637,53,0.0275,0.9845,neutral,US,Monday,17,42,7
Jaden Smith - George Jeff,JadenSmithVEVO,Music,3642822,142381,9013,0.0416,0.9587,neutral,GB,Friday,5,25,9
PEACH MACARONS - The Scran Line,The Scran Line,Howto & Style,52044,2570,305,0.0552,0.9713,neutral,GB,Monday,14,31,13
thefiftyonefiftyvault.com trailer,Ethan Gracie,People & Blogs,63176,43,21,0.001,0.7679,neutral,GB,Wednesday,2,33,6
DIY Wireless Charger Install In Toyota Tacoma,Braxen McConnell,People & Blogs,9521,239,61,0.0315,0.9228,neutral,US,Friday,15,45,34
"Â«Â Je tâ€™aime, mercredi 4 avril 2018Â Â» | Plus PrÃ¨s De Toi",Radio Nova,Music,12857,213,14,0.0177,0.9726,neutral,FRANCE,Wednesday,5,62,11
THE DIFFERENCE BETWEEN AUSTRALIA & NEW ZEALAND,How to DAD,People & Blogs,638991,23677,1342,0.0392,0.9815,neutral,US,Monday,1,46,9
Anne-Marie - 2002 [Official Video],Anne-Marie,Music,15348572,301186,15332,0.0206,0.9809,neutral,GB,Tuesday,11,34,17
73 Questions With Sean â€œDiddyâ€ Combs | Vogue,Vogue,Entertainment,392673,11233,810,0.0307,0.9796,neutral,GB,Thursday,13,48,33
73 Questions With Sean â€œDiddyâ€ Combs | Vogue,Vogue,Entertainment,420709,11795,837,0.03,0.9792,neutral,GB,Thursday,13,48,33
BUYING VIDEO SHOUTOUTS FROM CELEBRITIES & YOUTUBERS #2,Lucas,Comedy,371024,20419,1463,0.059,0.9485,neutral,US,Friday,21,54,27
Extremeley Satisfying Compilation( 99Ùª will be satisfied ),10-Minutes Satisfaction,Entertainment,3417207,19322,1142,0.006,0.8854,positive,CANADA,Monday,0,59,25
Los Angelesâ€™s Dangerous Obsession with Car Chases | The New Yorker,The New Yorker,Entertainment,47230,442,78,0.011,0.9095,negative,US,Tuesday,17,68,27
Broward County Authorities Hold Briefing On Florida School Shooting | NBC News,NBC News,News & Politics,59425,308,0,0.0052,0.7681,neutral,US,Thursday,16,78,32
The Voice 2018 Christiana Danielle - Top 12: Say Something,The Voice,Entertainment,91540,4463,437,0.0535,0.9652,positive,CANADA,Tuesday,1,58,28
Teeny Weeny Challenge #3 How Small Can I Bake a Gingerbread House? How To Cook That Ann Reardon,How To Cook That,Howto & Style,216808,7038,1635,0.04,0.9771,positive,US,Friday,8,95,22
The Weeknd - Call Out My Name (Official Lyric Video),The Weeknd,Music,9794009,271717,10850,0.0289,0.9833,neutral,GB,Monday,23,52,12
Everything Changed For the 4th Time,SACCONEJOLYs,People & Blogs,897325,73505,8852,0.0918,0.9937,neutral,CANADA,Sunday,18,35,25
Ø¨Ø±Ø§Ù…Ø¬ Ø±Ù…Ø¶Ø§Ù†: Ø§Ù„Ø­Ù„Ù‚Ø© 16: ÙƒØ¨ÙˆØ± ÙˆØ§Ù„Ø­Ø¨ÙŠØ¨ 2 - Episode 16,2MTV,Entertainment,402517,4615,196,0.012,0.8897,neutral,CANADA,Friday,22,78,14
Lyndon Poskitt Racing: Races to Places - Dakar Rally 2018 - Episode 13 - Stage 8,Lyndon Poskitt Racing,Film & Animation,74981,2196,295,0.0332,0.991,neutral,GB,Tuesday,7,80,36
Lauv - Paris in the Rain [Official Video],Lauv,Music,795683,44085,1604,0.0574,0.9947,neutral,US,Friday,5,41,5
Binging with Babish: Pies from Waitress,Binging with Babish,Entertainment,1250812,38871,3044,0.0335,0.9802,neutral,US,Tuesday,13,39,36
"Selon l'avocate de David Hallyday, Laeticia peut dÃ©jÃ  puiser Ã  volontÃ© dans la fortune de Johnny",LeGossipTube,People & Blogs,13936,66,76,0.0102,0.7174,neutral,FRANCE,Thursday,15,100,28
Jet Engine VS FACE (Flying Like Iron Man Update),the Hacksmith,Science & Technology,1991744,38514,4319,0.0215,0.9603,positive,US,Thursday,17,48,26
Neil deGrasse Tyson: UFO doesn't mean aliens,CNN,News & Politics,129538,1394,1591,0.023,0.72,neutral,US,Wednesday,14,44,12
"Kendrick Lamar, SZA - All The Stars",KendrickLamarVEVO,Music,15080784,495713,32555,0.035,0.9819,neutral,US,Tuesday,17,35,12
"I Bought a Bitcoin on Craigslist for $17,300",TechSmartt,Science & Technology,900720,27613,4343,0.0355,0.9071,neutral,US,Saturday,22,44,16
How to pick up a cat like a pro - Vet advice on cat handling.,Helpful Vancouver Vet,Pets & Animals,3493694,105578,9519,0.0329,0.975,positive,US,Tuesday,23,61,30
PRODUCT EMPTIES - December 2017 | Fleur De Force,Fleur DeForce,Howto & Style,108214,3159,145,0.0305,0.9714,negative,GB,Sunday,17,48,19
Kellyane Conway Exposed Her Stupidity And Trump On Her Own Latest Statement | Anderson Cooper 360,Reproter Politcs Network,People & Blogs,131415,634,592,0.0093,0.7827,negative,CANADA,Tuesday,23,97,22
Topas - En Brrr ( Clip Officiel ),Topas Findjul,Film & Animation,107157,5401,722,0.0571,0.9457,neutral,FRANCE,Wednesday,16,33,0
Primitive Technology: A-frame hut,Primitive Technology,People & Blogs,4756568,182092,14500,0.0413,0.9908,neutral,GB,Friday,21,33,0
THIS INSTANTLY TURNS ANYTHING EDIBLE!!!!! *STARTED A FIRE GONE WRONG* (TESTING CRAZY GADGETS),DavidParody,Entertainment,313104,23455,2423,0.0826,0.9817,negative,CANADA,Saturday,1,93,11
â™¡ Night Routine ðŸ‚ (Automne Edition),elsamakeup,Howto & Style,114968,8206,569,0.0763,0.9693,neutral,FRANCE,Wednesday,16,40,24
"24 Oras December 23, 2017",24 Oras News,People & Blogs,127356,295,13,0.0024,0.793,neutral,CANADA,Friday,20,25,4
The Chainsmokers - Sick Boy,ChainsmokersVEVO,Music,16219716,559289,28940,0.0363,0.9683,negative,US,Wednesday,15,27,4
Olympic Slang Or Coachella Band? (GAME),Good Mythical Morning,Entertainment,205258,4845,294,0.025,0.9882,neutral,CANADA,Friday,11,39,20
Half in the Bag: The Last Last Jedi Review,RedLetterMedia,Entertainment,590890,31739,13833,0.0771,0.9563,neutral,CANADA,Tuesday,16,42,13
DIY dot matrix pencil printer,Terrormink,Science & Technology,26123,137,71,0.008,0.8896,neutral,US,Monday,1,29,7
ÙƒØ§Ø¯ÙˆØ±ÙŠÙ… Ù„Ù†ÙˆÙÙ„ Ø§Ù„ÙˆØ±ØªØ§Ù†ÙŠ : Ù…Ù†Ø§Ù„ Ø¹Ù…Ø§Ø±Ø© Ø£ÙƒØ¨Ø± Ù…Ù„Ù‡Ø· Ùˆ Ù†ÙˆØ± Ø´ÙŠØ¨Ø© Ø£ÙƒØ¨Ø± Ù…ÙŠØ¨ÙˆÙ† ÙÙŠ ØªÙˆÙ†Ø³ Ø¯ÙŠÙˆØ« Ø¨Ùˆ Ø¹ÙƒØ§Ø²,BILAL ET CARO,People & Blogs,166086,668,75,0.0045,0.7497,neutral,FRANCE,Sunday,11,158,24
EP1S8 - Bon AppÃ©tit - Jean Michel Dieu de la neige,Bon Appetit Ski,Sports,32788,1992,146,0.0652,0.995,neutral,FRANCE,Thursday,16,51,16
Lindsey Stirling - Carol of the Bells,Lindsey Stirling,Music,2553735,144807,6129,0.0591,0.9885,neutral,US,Friday,16,37,16
We Need To Talk About The Disgusting David Hogg Conspiracy Theories And More...,Philip DeFranco,Entertainment,986787,122732,20509,0.1452,0.9608,negative,CANADA,Wednesday,22,79,37
"CÃ‰LINE DION FT. STEVE AOKI - MY HEART WILL GO ON (OMNIA Nightclub) | Nov. 7, 2017",The CÃ©line CafÃ©,Entertainment,392701,497,132,0.0016,0.8161,positive,GB,Wednesday,12,82,22
Suspended: My apology,xQcOW,Gaming,243517,13287,2464,0.0647,0.927,negative,GB,Tuesday,8,21,12
TULLY - Official Teaser Trailer - In Theaters April 20,Focus Features,Entertainment,442445,2434,289,0.0062,0.9133,negative,US,Thursday,16,54,24
"In Loving Memory of,",CatCreature,People & Blogs,138842,18026,1781,0.1427,0.9921,positive,US,Saturday,18,20,2
FRED ET JAMY FONT TOUT POUR ÃŠTRE DANS LES TENDANCES YOUTUBE !!,"David, de la chaÃ®ne Ganesh2",Comedy,67800,8353,368,0.1286,0.992,negative,FRANCE,Wednesday,15,63,9
Gabby Barrett Sings I Have Nothing by Whitney Houston - Top 5 - American Idol 2018 on ABC,American Idol,Entertainment,1228765,16542,2483,0.0155,0.8785,positive,US,Monday,2,89,40
How Dark Patterns Trick You Online,Nerdwriter1,Entertainment,512309,33469,1196,0.0677,0.9931,negative,US,Wednesday,22,34,12
Queer Eye's Jonathan Van Ness Insta-Stalks the Fab Five,ELLE,Howto & Style,321093,10150,279,0.0325,0.9818,positive,US,Wednesday,18,55,16
Indian Cricketers With Wife At Virat Kohli And Anushka Sharma's GRAND Reception In Mumbai,Bollywood Insight,Entertainment,6202999,26278,787,0.0044,0.8659,positive,CANADA,Wednesday,2,89,16
Marc Maron on the Louis C.K Allegations (11/13/2017),Listen to this also,Comedy,276240,1585,1196,0.0101,0.7664,neutral,GB,Monday,14,52,7
Outlander Episode 3x12 Jamie & Claire At The Governor Party || Outlander Scenes,Celeb Interview,Film & Animation,40172,188,18,0.0051,0.9592,positive,CANADA,Sunday,9,79,22
Ù…Ø­Ù…Ø¯ Ø§Ù„Ø³Ø§Ø¯Ø³ Ø³ÙŠÙ„ØºÙŠ Ù…ÙˆØ§Ø²ÙŠÙ† Ø§Ø°Ø§ Ø´Ø§Ù‡Ø¯ Ù‡Ø°Ø§ Ø§Ù„ÙƒÙ„ÙŠØ¨  [no mawazine [CLIP OFFICIEL,ÙƒÙØ§Ø­ - kifaa7,News & Politics,124956,11697,1585,0.1063,0.9797,neutral,FRANCE,Monday,17,110,13
Real or FAKE ANIME?? Pt. 5 - ACTION/ADVENTURE EDITION! | Thomas Sanders,Thomas Sanders,Comedy,268148,17601,3972,0.0805,0.9694,negative,US,Saturday,18,71,37
Paris-Turf TV - 100 %  QuintÃ© - 05/12/2017,Paris-Turf TV,Sports,12523,39,2,0.0033,0.78,neutral,FRANCE,Monday,11,43,0
Jessica Chastain's Italian In-Laws Might Hate Her,Jimmy Kimmel Live,Entertainment,82052,1519,182,0.0207,0.9565,negative,US,Thursday,10,49,24
MY NEW GYM WEAR,Helen Anderson,People & Blogs,50379,2198,173,0.0471,0.9478,neutral,GB,Tuesday,21,15,2
Ø´Ø§Ù‡Ø¯ ÙƒÙŠÙ Ø¯ÙŽÙØ¹Øª ÙˆØ²ÙŠØ± Ø§Ù„Ø®Ø§Ø±Ø¬ÙŠØ© Ø§Ù„Ø¬Ø²Ø§Ø¦Ø±ÙŠ .. Ùˆ Ø§Ù„Ø§Ø³ØªÙ‚Ø¨Ø§Ù„ Ø§Ù„Ø­Ø§Ø± Ù„Ù„Ù…Ù„Ùƒ Ù…Ø­Ù…Ø¯ Ø§Ù„Ø³Ø§Ø¯Ø³ ÙÙŠ Ù‚Ù…Ø© Ø§Ù„ÙƒÙˆÙƒØ¨ Ø§Ù„ÙˆØ§Ø­Ø¯,Racidy,News & Politics,120078,972,651,0.0135,0.8168,neutral,FRANCE,Tuesday,16,176,21
Hayley Kiyoko - Curious [Official Video],Hayley Kiyoko,Music,2502652,156175,9340,0.0661,0.9891,positive,US,Thursday,21,40,12
Young M.A I Get The Bag Freestlye,Young MA,Music,364730,35082,3643,0.1062,0.9921,neutral,CANADA,Monday,17,33,20
See Meghan Markle on â€˜90s Nickelodeon Show After Protesting Sexist Commercial,Inside Edition,News & Politics,1142732,8209,1960,0.0089,0.8299,negative,GB,Thursday,21,79,18
Battle Royale Dev Update #8 - Jetpack Info & Supply Llamas,Fortnite,Gaming,612412,27469,4434,0.0521,0.9811,negative,GB,Friday,17,58,10
Ellen Meets Viral College Acceptance Brothers,TheEllenShow,Entertainment,1718638,84164,0,0.049,0.9935,positive,CANADA,Friday,14,45,27
lofi hip hop radio - beats to relax/study to,ChilledCow,Music,495177,8952,0,0.0181,0.9731,neutral,CANADA,Sunday,10,44,31
VOICI CE QUE FAIT LE MUSULMAN PENDANT LE RAMADAN - IMAM BOUSSENNA,Abdelmonaim BOUSSENNA,Education,20528,1372,128,0.0731,0.9892,neutral,FRANCE,Friday,16,65,18
Spectacular Zen Inspired Dream Tiny House,Living Big In A Tiny House,Howto & Style,466993,13093,847,0.0299,0.9803,positive,US,Thursday,18,41,19
La MÃ¨re NoÃ«l s'habille en Prada.,Emy LTR,Comedy,333819,30513,760,0.0937,0.9776,neutral,FRANCE,Thursday,15,34,10
PAPIER CRAYON - ZEP,Konbini,Entertainment,45262,2225,89,0.0511,0.9915,neutral,FRANCE,Monday,18,19,9
BTS on Their New Album â€˜Love Yourself: Tear' and Their BBMAs Performance!,extratv,Entertainment,305813,25927,2084,0.0916,0.9917,neutral,CANADA,Friday,15,75,25
Film Theory: Phineas and Ferb's SECRET Hero!,The Film Theorists,Film & Animation,5228020,136152,17986,0.0295,0.9699,positive,US,Tuesday,20,44,21
Universal Basic Income Explained â€“ Free Money for Everybody? UBI,Kurzgesagt â€“ In a Nutshell,Education,1473350,115727,24654,0.0953,0.9366,positive,CANADA,Thursday,14,66,11
CHICKEN GIRLS | Annie & Hayden in â€œStronger in Numbersâ€ | Ep. 10,Brat,Entertainment,1704485,59416,5415,0.038,0.9902,neutral,CANADA,Wednesday,0,68,18
Habs legends congratulate Price on surpassing Plante,Canadiens de MontrÃ©al,Sports,6940,304,32,0.0484,0.9902,positive,CANADA,Tuesday,23,52,18
Netta - Toy - Israel - LIVE - Grand Final - Eurovision 2018,Eurovision Song Contest,Entertainment,20929664,184529,91466,0.0132,0.3378,positive,FRANCE,Saturday,21,59,8
Ø¢Ø¬ÙŠ ØªØ´ÙˆÙ Ø´ÙƒÙˆÙ† Ù…Ø¹ Ø§Ù„Ù…Ù‚Ø§Ø·Ø¹Ø© Ùˆ Ø´ÙƒÙˆÙ† ÙˆØ§Ù‚Ù Ø¶Ø¯Ù‡Ø§ Ù…Ø¹ Ø§Ù„Ø·Ø¨ÙŠØ¨ Ø§Ù„Ø¹Ø³ÙƒØ±ÙŠ,Ø§Ù„Ø·Ø¨ÙŠØ¨ Ø§Ù„Ø¹Ø³ÙƒØ±ÙŠ,People & Blogs,81326,2360,370,0.0336,0.9539,neutral,FRANCE,Thursday,16,109,12
Marjory Stoneman Douglas High School Students Perform At The 2018 Tony Awards,CBS,Entertainment,685973,12065,1073,0.0192,0.855,positive,US,Monday,6,77,4
Dragon Ball Super Episode 120 English Sub HD,hallodoremi,Entertainment,3017171,28367,1881,0.01,0.9471,positive,CANADA,Sunday,5,44,9
KYLE - Playinwitme feat. Kehlani [Official Music Video],SuperDuperKyle,Music,5912079,95684,3577,0.0168,0.9703,neutral,GB,Monday,16,55,35
LUKE SKYWALKER vs. KYLO REN 16 Bit,Mr Sunday Movies,Entertainment,1815314,73004,4870,0.0429,0.9825,neutral,US,Monday,14,34,11
ENERGIES DE LA SEMAINE DU 12 AU 18 MARS 2018,Solveig Gwyr,People & Blogs,3611,254,42,0.0819,0.9658,positive,FRANCE,Friday,16,44,0
"Quand tu vas au supermarchÃ© (blagues, drÃ´les, insolite...)",BEST OF CULTES 2,People & Blogs,36589,1542,122,0.0455,0.9753,neutral,FRANCE,Saturday,9,60,28
Peristaltic Pump || DIY or Buy,GreatScott!,Science & Technology,150908,7092,924,0.0531,0.9823,neutral,US,Sunday,16,30,46
[ FULL ] åˆ˜å®ªåŽé‡çŽ°MJç»å…¸æ›²ç›® JJåŽä¸½ç¼–æ›²å†æ¬¡å¾æœå…¨åœº å¼ é“é¢–è¢«â€œäºŒæŒ‘â€æ€¥å“­äº†ã€Šæ¢¦æƒ³çš„å£°éŸ³2ã€‹EP.5 20171201 /æµ™æ±Ÿå«è§†å®˜æ–¹HD/,æµ™æ±Ÿå«è§†éŸ³ä¹é¢‘é“ ZJSTV Music Channel - æ¢¦æƒ³çš„å£°éŸ³æ­£åœ¨çƒ­æ’­ -,Entertainment,365451,1118,582,0.0047,0.8831,neutral,CANADA,Friday,16,163,47
Messing around in the studioâ€¦,Will Smith,Entertainment,2082591,124748,10597,0.065,0.989,neutral,GB,Wednesday,18,31,24
"MAINE COON â€“ Characteristics, Character and Care",AnimalWised,Pets & Animals,164817,3475,389,0.0234,0.9836,positive,US,Saturday,21,50,15
Playing Giant KerPlunk,Good Mythical MORE,Entertainment,385436,9859,604,0.0271,0.9901,positive,CANADA,Friday,10,22,10
"Huawei prÃ©sente les P20, P20 Pro et P20 Lite, qui pourraient faire de lâ€™ombre Ã  Samsung",01netTV,Science & Technology,37598,811,165,0.026,0.9408,neutral,FRANCE,Tuesday,13,91,10
KOOR KEUR GUEYE EPISODE 05,prestige thies,News & Politics,39211,548,39,0.015,0.9614,neutral,FRANCE,Tuesday,16,26,1
Marshmello - Blocks (Official Music Video),marshmello,Music,3903013,219848,13620,0.0598,0.9808,negative,GB,Monday,17,42,33
Double Rainbow Unicorn Apple Pie | How To Cook That Ann Reardon,How To Cook That,Howto & Style,347257,7430,992,0.0243,0.949,neutral,GB,Friday,8,63,27
Living on the Most Crowded Island on Earth,Great Big Story,People & Blogs,340850,8904,578,0.0278,0.9848,neutral,CANADA,Friday,6,42,12
